hanja,kor,link
滅,질/멸할 멸,https://namu.wiki/w/%E6%BB%85
銘,길 명,https://namu.wiki/w/%E9%8A%98
謀, 모,https://namu.wiki/w/%E8%AC%80
貌,양 모,https://namu.wiki/w/%E8%B2%8C
慕,릴 모:,https://namu.wiki/w/%E6%85%95
睦,목할 목,https://namu.wiki/w/%E7%9D%A6
沒,질 몰,https://namu.wiki/w/%E6%B2%92
蒙,두울 몽,https://namu.wiki/w/%E8%92%99
夢, 몽,https://namu.wiki/w/%E5%A4%A2
貿,역할 무:,https://namu.wiki/w/%E8%B2%BF
茂,성할 무:,https://namu.wiki/w/%E8%8C%82
墨, 묵,https://namu.wiki/w/%E5%A2%A8
默,잠할 묵,https://namu.wiki/w/%E9%BB%98
紋,늬 문,https://namu.wiki/w/%E7%B4%8B
勿, 물,https://namu.wiki/w/%E5%8B%BF
微,을 미,https://namu.wiki/w/%E5%BE%AE
尾,리 미:,https://namu.wiki/w/%E5%B0%BE
迫,박할 박,https://namu.wiki/w/%E8%BF%AB
薄,을 박,https://namu.wiki/w/%E8%96%84
般,지/일반 반,https://namu.wiki/w/%E8%88%AC
盤,반 반,https://namu.wiki/w/%E7%9B%A4
飯, 반,https://namu.wiki/w/%E9%A3%AF
拔,을 발,https://namu.wiki/w/%E6%8B%94
芳,다울 방,https://namu.wiki/w/%E8%8A%B3
輩,리 배:,https://namu.wiki/w/%E8%BC%A9
培,돋울 배:,https://namu.wiki/w/%E5%9F%B9
排,칠 배,https://namu.wiki/w/%E6%8E%92
伯, 백,https://namu.wiki/w/%E4%BC%AF
繁,성할 번,https://namu.wiki/w/%E7%B9%81
凡,릇 범(:)[12],https://namu.wiki/w/%E5%87%A1
碧,를 벽,https://namu.wiki/w/%E7%A2%A7
丙,녘 병:,https://namu.wiki/w/%E4%B8%99
譜,보 보:,https://namu.wiki/w/%E8%AD%9C
補,울 보:,https://namu.wiki/w/%E8%A3%9C
覆,을 부 | 다시 복,https://namu.wiki/w/%E8%A6%86
腹, 복,https://namu.wiki/w/%E8%85%B9
鳳,새 봉:,https://namu.wiki/w/%E9%B3%B3
封,할 봉,https://namu.wiki/w/%E5%B0%81
峯,우리 봉,https://namu.wiki/w/%E5%B3%AF
逢,날 봉,https://namu.wiki/w/%E9%80%A2
符,호 부(:)[13],https://namu.wiki/w/%E7%AC%A6
付,칠 부:,https://namu.wiki/w/%E4%BB%98
浮, 부,https://namu.wiki/w/%E6%B5%AE
賦,세 부:,https://namu.wiki/w/%E8%B3%A6
腐,을 부:,https://namu.wiki/w/%E8%85%90
附,을 부(:)[15],https://namu.wiki/w/%E9%99%84
簿,서 부:,https://namu.wiki/w/%E7%B0%BF
扶,울 부,https://namu.wiki/w/%E6%89%B6
奔,릴 분,https://namu.wiki/w/%E5%A5%94
奮,칠 분:,https://namu.wiki/w/%E5%A5%AE
紛,지러울 분,https://namu.wiki/w/%E7%B4%9B
拂,칠 불,https://namu.wiki/w/%E6%8B%82
妃,비 비,https://namu.wiki/w/%E5%A6%83
婢,집종 비:,https://namu.wiki/w/%E5%A9%A2
肥,찔 비,https://namu.wiki/w/%E8%82%A5
卑,을 비:,https://namu.wiki/w/%E5%8D%91
邪,사할 사,https://namu.wiki/w/%E9%82%AA
沙,래 사,https://namu.wiki/w/%E6%B2%99
司,을 사,https://namu.wiki/w/%E5%8F%B8
蛇,뱀 사,https://namu.wiki/w/%E8%9B%87
斜,낄 사,https://namu.wiki/w/%E6%96%9C
詞,/글 사,https://namu.wiki/w/%E8%A9%9E
祀,사 사,https://namu.wiki/w/%E7%A5%80
削,을 삭,https://namu.wiki/w/%E5%89%8A
森,풀 삼,https://namu.wiki/w/%E6%A3%AE
霜,리 상,https://namu.wiki/w/%E9%9C%9C
裳,마 상,https://namu.wiki/w/%E8%A3%B3
桑,나무 상,https://namu.wiki/w/%E6%A1%91
喪,을 상(:),https://namu.wiki/w/%E5%96%AA
詳,세할 상,https://namu.wiki/w/%E8%A9%B3
尙,히려 상(:)[16],https://namu.wiki/w/%E5%B0%99
像,양 상,https://namu.wiki/w/%E5%83%8F
償,을 상,https://namu.wiki/w/%E5%84%9F
索,을 색 | 노 삭,https://namu.wiki/w/%E7%B4%A2
塞,힐 색 |변방 새,https://namu.wiki/w/%E5%A1%9E
恕,서할 서:,https://namu.wiki/w/%E6%81%95
緖,마리 서:,https://namu.wiki/w/%E7%B7%96
徐,천할 서(:)[17],https://namu.wiki/w/%E5%BE%90
署,을 서:,https://namu.wiki/w/%E7%BD%B2
惜,낄 석,https://namu.wiki/w/%E6%83%9C
釋, 석,https://namu.wiki/w/%E9%87%8B
禪, 선,https://namu.wiki/w/%E7%A6%AA
旋, 선,https://namu.wiki/w/%E6%97%8B
訴,소할 소,https://namu.wiki/w/%E8%A8%B4
燒,를 소(:)[18],https://namu.wiki/w/%E7%87%92
疏,통할 소,https://namu.wiki/w/%E7%96%8F
蘇,살아날 소,https://namu.wiki/w/%E8%98%87
訟,사할 송:,https://namu.wiki/w/%E8%A8%9F
鎖,사슬 쇄:,https://namu.wiki/w/%E9%8E%96
刷,쇄할 쇄:,https://namu.wiki/w/%E5%88%B7
衰,할 쇠,https://namu.wiki/w/%E8%A1%B0
愁,심 수,https://namu.wiki/w/%E6%84%81
壽,숨 수,https://namu.wiki/w/%E5%A3%BD
帥,수 수,https://namu.wiki/w/%E5%B8%A5
殊,를 수,https://namu.wiki/w/%E6%AE%8A
輸,낼 수,https://namu.wiki/w/%E8%BC%B8
隨,를 수,https://namu.wiki/w/%E9%9A%A8
需,일/쓸 수,https://namu.wiki/w/%E9%9C%80
垂,리울 수,https://namu.wiki/w/%E5%9E%82
獸,승 수,https://namu.wiki/w/%E7%8D%B8
淑,을 숙,https://namu.wiki/w/%E6%B7%91
熟,을 숙,https://namu.wiki/w/%E7%86%9F
旬,흘 순,https://namu.wiki/w/%E6%97%AC
瞬, 깜짝일 순,https://namu.wiki/w/%E7%9E%AC
巡,/순행할 순,https://namu.wiki/w/%E5%B7%A1
述, 술,https://namu.wiki/w/%E8%BF%B0
濕,을 습,https://namu.wiki/w/%E6%BF%95
拾,울 습 |열 십,https://namu.wiki/w/%E6%8B%BE
襲,습할 습,https://namu.wiki/w/%E8%A5%B2
乘, 승,https://namu.wiki/w/%E4%B9%98
昇,를 승,https://namu.wiki/w/%E6%98%87
僧, 승,https://namu.wiki/w/%E5%83%A7
侍,실 시:,https://namu.wiki/w/%E4%BE%8D
飾,밀 식,https://namu.wiki/w/%E9%A3%BE
愼,갈 신:,https://namu.wiki/w/%E6%84%BC
甚,할 심,https://namu.wiki/w/%E7%94%9A
審,필 심(:)[19],https://namu.wiki/w/%E5%AF%A9
雙, 쌍,https://namu.wiki/w/%E9%9B%99
雅,을 아(:)[20],https://namu.wiki/w/%E9%9B%85
我, 아:,https://namu.wiki/w/%E6%88%91
阿,덕 아,https://namu.wiki/w/%E9%98%BF
亞,금 아(:)[21],https://namu.wiki/w/%E4%BA%9E
芽, 아,https://namu.wiki/w/%E8%8A%BD
牙,금니 아,https://namu.wiki/w/%E7%89%99
顔, 안:,https://namu.wiki/w/%E9%A1%94
岸,덕 안:,https://namu.wiki/w/%E5%B2%B8
巖,위 암,https://namu.wiki/w/%E5%B7%96
仰,러를 앙:,https://namu.wiki/w/%E4%BB%B0
央,운데 앙,https://namu.wiki/w/%E5%A4%AE
哀,플 애,https://namu.wiki/w/%E5%93%80
若,을 약 |반야 야,https://namu.wiki/w/%E8%8B%A5
讓,양할 양:,https://namu.wiki/w/%E8%AE%93
壤,덩이 양:,https://namu.wiki/w/%E5%A3%A4
揚,릴 양,https://namu.wiki/w/%E6%8F%9A
御,느릴 어:,https://namu.wiki/w/%E5%BE%A1
憶,각할 억,https://namu.wiki/w/%E6%86%B6
抑,를 억,https://namu.wiki/w/%E6%8A%91
疫,염병 역,https://namu.wiki/w/%E7%96%AB
亦, 역,https://namu.wiki/w/%E4%BA%A6
役,릴 역,https://namu.wiki/w/%E5%BD%B9
譯,역할 역,https://namu.wiki/w/%E8%AD%AF
驛, 역,https://namu.wiki/w/%E9%A9%9B
沿,따라갈/따를 연(:),https://namu.wiki/w/%E6%B2%BF
軟,할 연:,https://namu.wiki/w/%E8%BB%9F
宴,치 연:,https://namu.wiki/w/%E5%AE%B4
燕,비 연(:)[22],https://namu.wiki/w/%E7%87%95
悅,쁠 열,https://namu.wiki/w/%E6%82%85
染,들 염:,https://namu.wiki/w/%E6%9F%93
鹽,금 염,https://namu.wiki/w/%E9%B9%BD
炎,꽃 염,https://namu.wiki/w/%E7%82%8E
影,림자 영:,https://namu.wiki/w/%E5%BD%B1
譽,릴/명예 예:,https://namu.wiki/w/%E8%AD%BD
烏,마귀 오,https://namu.wiki/w/%E7%83%8F
悟,달을 오:,https://namu.wiki/w/%E6%82%9F
獄, 옥,https://namu.wiki/w/%E7%8D%84
瓦,와 와:,https://namu.wiki/w/%E7%93%A6
緩,릴 완:,https://namu.wiki/w/%E7%B7%A9
慾,심 욕,https://namu.wiki/w/%E6%85%BE
欲,고자할 욕,https://namu.wiki/w/%E6%AC%B2
辱,될 욕,https://namu.wiki/w/%E8%BE%B1
憂,심 우,https://namu.wiki/w/%E6%86%82
偶, 우:,https://namu.wiki/w/%E5%81%B6
宇, 우:,https://namu.wiki/w/%E5%AE%87
愚,리석을 우,https://namu.wiki/w/%E6%84%9A
羽, 우:,https://namu.wiki/w/%E7%BE%BD
韻, 운:,https://namu.wiki/w/%E9%9F%BB
越,을 월,https://namu.wiki/w/%E8%B6%8A
胃,통 위,https://namu.wiki/w/%E8%83%83
僞,짓 위,https://namu.wiki/w/%E5%83%9E
謂,를 위,https://namu.wiki/w/%E8%AC%82
猶,히려 유,https://namu.wiki/w/%E7%8C%B6
幽,윽할 유,https://namu.wiki/w/%E5%B9%BD
幼,릴 유,https://namu.wiki/w/%E5%B9%BC
柔,드러울 유,https://namu.wiki/w/%E6%9F%94
維,리 유,https://namu.wiki/w/%E7%B6%AD
裕,넉할 유:,https://namu.wiki/w/%E8%A3%95
誘, 유,https://namu.wiki/w/%E8%AA%98
悠, 유,https://namu.wiki/w/%E6%82%A0
潤,을 윤:,https://namu.wiki/w/%E6%BD%A4
乙, 을,https://namu.wiki/w/%E4%B9%99
淫,란할 음,https://namu.wiki/w/%E6%B7%AB
已,미 이:,https://namu.wiki/w/%E5%B7%B2
翼,개 익,https://namu.wiki/w/%E7%BF%BC
忍,을 인,https://namu.wiki/w/%E5%BF%8D
逸,안할 일,https://namu.wiki/w/%E9%80%B8
壬,방 임:,https://namu.wiki/w/%E5%A3%AC
賃,삯 임:,https://namu.wiki/w/%E8%B3%83
紫,줏빛 자,https://namu.wiki/w/%E7%B4%AB
慈,랑 자,https://namu.wiki/w/%E6%85%88
刺,를 자: | 찌를 척[23],https://namu.wiki/w/%E5%88%BA
暫,깐 잠(:)[24],https://namu.wiki/w/%E6%9A%AB
潛,길 잠,https://namu.wiki/w/%E6%BD%9B
莊,씩할 장,https://namu.wiki/w/%E8%8E%8A
葬,사지낼 장:,https://namu.wiki/w/%E8%91%AC
臟,장 장:,https://namu.wiki/w/%E8%87%9F
粧,장할 장,https://namu.wiki/w/%E7%B2%A7
掌,바닥 장:,https://namu.wiki/w/%E6%8E%8C
丈,른 장:,https://namu.wiki/w/%E4%B8%88
藏,출 장:,https://namu.wiki/w/%E8%97%8F
栽,을 재:,https://namu.wiki/w/%E6%A0%BD
裁,마를 재,https://namu.wiki/w/%E8%A3%81
載,을 재:,https://namu.wiki/w/%E8%BC%89
著,타날 저:,https://namu.wiki/w/%E8%91%97
抵,을 저:,https://namu.wiki/w/%E6%8A%B5
跡,자취 적,https://namu.wiki/w/%E8%B7%A1
寂,요할 적,https://namu.wiki/w/%E5%AF%82
笛,리 적,https://namu.wiki/w/%E7%AC%9B
摘, 적,https://namu.wiki/w/%E6%91%98
蹟,취 적,https://namu.wiki/w/%E8%B9%9F
殿,각 전:,https://namu.wiki/w/%E6%AE%BF
漸,점 점:,https://namu.wiki/w/%E6%BC%B8
淨,끗할 정,https://namu.wiki/w/%E6%B7%A8
頂,수리 정,https://namu.wiki/w/%E9%A0%82
井,물 정(:)[25],https://namu.wiki/w/%E4%BA%95
亭,자 정,https://namu.wiki/w/%E4%BA%AD
廷,정 정,https://namu.wiki/w/%E5%BB%B7
貞,을 정,https://namu.wiki/w/%E8%B2%9E
征, 정,https://namu.wiki/w/%E5%BE%81
諸,두 제,https://namu.wiki/w/%E8%AB%B8
齊,지런할 제,https://namu.wiki/w/%E9%BD%8A
租,세 조,https://namu.wiki/w/%E7%A7%9F
照,칠 조:,https://namu.wiki/w/%E7%85%A7
兆,조 조,https://namu.wiki/w/%E5%85%86
縱,로 종,https://namu.wiki/w/%E7%B8%B1
坐,을 좌:,https://namu.wiki/w/%E5%9D%90
柱,둥 주,https://namu.wiki/w/%E6%9F%B1
珠,슬 주,https://namu.wiki/w/%E7%8F%A0
株,루 주,https://namu.wiki/w/%E6%A0%AA
奏,뢸 주(:)[26],https://namu.wiki/w/%E5%A5%8F
洲,가 주,https://namu.wiki/w/%E6%B4%B2
鑄,불릴 주,https://namu.wiki/w/%E9%91%84
宙, 주:,https://namu.wiki/w/%E5%AE%99
仲,금 중(:)[27],https://namu.wiki/w/%E4%BB%B2
卽, 즉,https://namu.wiki/w/%E5%8D%BD
憎,울 증,https://namu.wiki/w/%E6%86%8E
曾,찍 증,https://namu.wiki/w/%E6%9B%BE
症,세 증(:)[28],https://namu.wiki/w/%E7%97%87
蒸, 증,https://namu.wiki/w/%E8%92%B8
之, 지,https://namu.wiki/w/%E4%B9%8B
池, 지,https://namu.wiki/w/%E6%B1%A0
枝,지 지,https://namu.wiki/w/%E6%9E%9D
陳,풀 진: / 묵을 진[29],https://namu.wiki/w/%E9%99%B3
震,레 진,https://namu.wiki/w/%E9%9C%87
鎭,압할 진(:)[30],https://namu.wiki/w/%E9%8E%AD
辰, 진 | 때 신,https://namu.wiki/w/%E8%BE%B0
振,칠 진:,https://namu.wiki/w/%E6%8C%AF
疾, 질,https://namu.wiki/w/%E7%96%BE
秩,례 질,https://namu.wiki/w/%E7%A7%A9
執,을 집,https://namu.wiki/w/%E5%9F%B7
徵,를 징,https://namu.wiki/w/%E5%BE%B5
此, 차,https://namu.wiki/w/%E6%AD%A4
借,/빌릴 차,https://namu.wiki/w/%E5%80%9F
錯,긋날 착,https://namu.wiki/w/%E9%8C%AF
贊,울 찬:,https://namu.wiki/w/%E8%B4%8A
昌,성할 창(:)[31],https://namu.wiki/w/%E6%98%8C
蒼,를 창,https://namu.wiki/w/%E8%92%BC
倉,집 창(:)[32],https://namu.wiki/w/%E5%80%89
債, 채:,https://namu.wiki/w/%E5%82%B5
彩,색 채:,https://namu.wiki/w/%E5%BD%A9
菜,물 채:,https://namu.wiki/w/%E8%8F%9C
策, 책,https://namu.wiki/w/%E7%AD%96
妻,내 처,https://namu.wiki/w/%E5%A6%BB
尺, 척,https://namu.wiki/w/%E5%B0%BA
戚,척 척,https://namu.wiki/w/%E6%88%9A
拓,힐 척,https://namu.wiki/w/%E6%8B%93
踐,을 천:,https://namu.wiki/w/%E8%B8%90
賤,할 천:,https://namu.wiki/w/%E8%B3%A4
淺,을 천:,https://namu.wiki/w/%E6%B7%BA
遷,길 천:,https://namu.wiki/w/%E9%81%B7
哲,을 철,https://namu.wiki/w/%E5%93%B2
徹,할 철,https://namu.wiki/w/%E5%BE%B9
滯,힐 체,https://namu.wiki/w/%E6%BB%AF
超,어넘을 초,https://namu.wiki/w/%E8%B6%85
肖,을/같을 초,https://namu.wiki/w/%E8%82%96
礎,춧돌 초,https://namu.wiki/w/%E7%A4%8E
觸,을 촉,https://namu.wiki/w/%E8%A7%B8
促,촉할 촉,https://namu.wiki/w/%E4%BF%83
催,촉할 최:,https://namu.wiki/w/%E5%82%AC
追,을/따를 추,https://namu.wiki/w/%E8%BF%BD
畜,승 축,https://namu.wiki/w/%E7%95%9C
衝,를 충,https://namu.wiki/w/%E8%A1%9D
吹, 취:,https://namu.wiki/w/%E5%90%B9
醉,할 취:,https://namu.wiki/w/%E9%86%89
側, 측,https://namu.wiki/w/%E5%81%B4
値, 치,https://namu.wiki/w/%E5%80%A4
恥,끄러울 치,https://namu.wiki/w/%E6%81%A5
稚,릴 치,https://namu.wiki/w/%E7%A8%9A
漆, 칠,https://namu.wiki/w/%E6%BC%86
浸,길 침:,https://namu.wiki/w/%E6%B5%B8
沈,"길 침(:),성씨 심:[33]",https://namu.wiki/w/%E6%B2%88
奪,앗을 탈,https://namu.wiki/w/%E5%A5%AA
塔, 탑,https://namu.wiki/w/%E5%A1%94
湯,일 탕:,https://namu.wiki/w/%E6%B9%AF
殆,의 태,https://namu.wiki/w/%E6%AE%86
泰, 태,https://namu.wiki/w/%E6%B3%B0
澤, 택,https://namu.wiki/w/%E6%BE%A4
吐,할 토(:),https://namu.wiki/w/%E5%90%90
兔,끼 토,https://namu.wiki/w/%E5%85%94
透,무칠 투,https://namu.wiki/w/%E9%80%8F
版,목 판,https://namu.wiki/w/%E7%89%88
編,을 편,https://namu.wiki/w/%E7%B7%A8
片,각 편(:)[34],https://namu.wiki/w/%E7%89%87
偏,우칠 편,https://namu.wiki/w/%E5%81%8F
肺,파 폐:,https://namu.wiki/w/%E8%82%BA
廢,할/버릴 폐:,https://namu.wiki/w/%E5%BB%A2
弊,단/해질 폐:,https://namu.wiki/w/%E5%BC%8A
捕,을 포:,https://namu.wiki/w/%E6%8D%95
浦, 포,https://namu.wiki/w/%E6%B5%A6
楓,풍 풍,https://namu.wiki/w/%E6%A5%93
被,을 피:,https://namu.wiki/w/%E8%A2%AB
皮,죽 피,https://namu.wiki/w/%E7%9A%AE
彼, 피:,https://namu.wiki/w/%E5%BD%BC
畢,칠 필,https://namu.wiki/w/%E7%95%A2
荷, 하(:)[35],https://namu.wiki/w/%E8%8D%B7
賀,례할 하:,https://namu.wiki/w/%E8%B3%80
何,찌 하,https://namu.wiki/w/%E4%BD%95
鶴, 학,https://namu.wiki/w/%E9%B6%B4
汗, 한(:)[36],https://namu.wiki/w/%E6%B1%97
割, 할,https://namu.wiki/w/%E5%89%B2
含,금을 함,https://namu.wiki/w/%E5%90%AB
陷,질 함:,https://namu.wiki/w/%E9%99%B7
恒,상 항,https://namu.wiki/w/%E6%81%92
項,목 항:,https://namu.wiki/w/%E9%A0%85
響,릴 향:,https://namu.wiki/w/%E9%9F%BF
獻,릴 헌:,https://namu.wiki/w/%E7%8D%BB
懸, 현:,https://namu.wiki/w/%E6%87%B8
玄,을 현,https://namu.wiki/w/%E7%8E%84
穴, 혈,https://namu.wiki/w/%E7%A9%B4
脅,협할 협,https://namu.wiki/w/%E8%84%85
衡,울대 형,https://namu.wiki/w/%E8%A1%A1
慧,기로울 혜:,https://namu.wiki/w/%E6%85%A7
浩,을 호:,https://namu.wiki/w/%E6%B5%A9
豪,걸 호,https://namu.wiki/w/%E8%B1%AA
胡, 호,https://namu.wiki/w/%E8%83%A1
虎, 호(:)[37],https://namu.wiki/w/%E8%99%8E
惑,혹할 혹,https://namu.wiki/w/%E6%83%91
魂, 혼,https://namu.wiki/w/%E9%AD%82
忽,자기 홀,https://namu.wiki/w/%E5%BF%BD
洪,을 홍,https://namu.wiki/w/%E6%B4%AA
禍,앙 화:,https://namu.wiki/w/%E7%A6%8D
還,아올 환,https://namu.wiki/w/%E9%82%84
換,꿀 환:,https://namu.wiki/w/%E6%8F%9B
皇,금 황,https://namu.wiki/w/%E7%9A%87
荒,칠 황,https://namu.wiki/w/%E8%8D%92
懷,을 회,https://namu.wiki/w/%E6%87%B7
悔,우칠 회:,https://namu.wiki/w/%E6%82%94
獲,을 획,https://namu.wiki/w/%E7%8D%B2
劃,을 획,https://namu.wiki/w/%E5%8A%83
橫,로 횡,https://namu.wiki/w/%E6%A9%AB
胸,슴 흉,https://namu.wiki/w/%E8%83%B8
稀,물 희,https://namu.wiki/w/%E7%A8%80
戱,이 희,https://namu.wiki/w/%E6%88%B2
暇,틈/겨를 가:,https://namu.wiki/w/%E6%9A%87
刻,새길 각,https://namu.wiki/w/%E5%88%BB
覺,깨달을 각,https://namu.wiki/w/%E8%A6%BA
簡,대쪽/간략할 간(:)[1],https://namu.wiki/w/%E7%B0%A1
看,볼 간,https://namu.wiki/w/%E7%9C%8B
干,방패 간,https://namu.wiki/w/%E5%B9%B2
甘,달 감,https://namu.wiki/w/%E7%94%98
敢,감히/구태여 감:,https://namu.wiki/w/%E6%95%A2
甲,갑옷 갑,https://namu.wiki/w/%E7%94%B2
降,내릴 강: | 항복할 항[2],https://namu.wiki/w/%E9%99%8D
拒,막을 거:,https://namu.wiki/w/%E6%8B%92
居,살 거,https://namu.wiki/w/%E5%B1%85
據,근거 거:,https://namu.wiki/w/%E6%93%9A
巨,클 거:,https://namu.wiki/w/%E5%B7%A8
傑,뛰어날 걸,https://namu.wiki/w/%E5%82%91
儉,검소할 검:,https://namu.wiki/w/%E5%84%89
擊,칠 격,https://namu.wiki/w/%E6%93%8A
激,격할 격,https://namu.wiki/w/%E6%BF%80
堅,굳을 견,https://namu.wiki/w/%E5%A0%85
犬,개 견,https://namu.wiki/w/%E7%8A%AC
驚,놀랄 경,https://namu.wiki/w/%E9%A9%9A
更,고칠 경 | 다시 갱:[3],https://namu.wiki/w/%E6%9B%B4
傾,기울 경,https://namu.wiki/w/%E5%82%BE
鏡,거울 경:,https://namu.wiki/w/%E9%8F%A1
階,섬돌 계,https://namu.wiki/w/%E9%9A%8E
鷄,닭 계,https://namu.wiki/w/%E9%B7%84
季,계절 계:,https://namu.wiki/w/%E5%AD%A3
系,이어맬 계:,https://namu.wiki/w/%E7%B3%BB
繼,이을 계:,https://namu.wiki/w/%E7%B9%BC
戒,경계할 계:,https://namu.wiki/w/%E6%88%92
孤,외로울 고,https://namu.wiki/w/%E5%AD%A4
庫,곳집 고,https://namu.wiki/w/%E5%BA%AB
穀,곡식 곡,https://namu.wiki/w/%E7%A9%80
困,곤할 곤:,https://namu.wiki/w/%E5%9B%B0
骨,뼈 골,https://namu.wiki/w/%E9%AA%A8
孔,구멍 공:,https://namu.wiki/w/%E5%AD%94
攻,칠 공:,https://namu.wiki/w/%E6%94%BB
管,대롱/주관할 관,https://namu.wiki/w/%E7%AE%A1
鑛,쇳돌 광:,https://namu.wiki/w/%E9%91%9B
構,얽을 구,https://namu.wiki/w/%E6%A7%8B
君,임금 군,https://namu.wiki/w/%E5%90%9B
群,무리 군,https://namu.wiki/w/%E7%BE%A4
屈,굽힐 굴,https://namu.wiki/w/%E5%B1%88
窮,다할/궁할 궁,https://namu.wiki/w/%E7%AA%AE
券,문서 권,https://namu.wiki/w/%E5%88%B8
勸,권할 권:,https://namu.wiki/w/%E5%8B%B8
卷,책 권(:)[4][5],https://namu.wiki/w/%E5%8D%B7
歸,돌아갈 귀:,https://namu.wiki/w/%E6%AD%B8
均,고를 균,https://namu.wiki/w/%E5%9D%87
劇,심할 극,https://namu.wiki/w/%E5%8A%87
勤,부지런할 근:,https://namu.wiki/w/%E5%8B%A4
筋,힘줄 근,https://namu.wiki/w/%E7%AD%8B
機,틀 기,https://namu.wiki/w/%E6%A9%9F
寄,부칠 기,https://namu.wiki/w/%E5%AF%84
奇,기특할 기,https://namu.wiki/w/%E5%A5%87
紀,벼리 기,https://namu.wiki/w/%E7%B4%80
納,들일 납,https://namu.wiki/w/%E7%B4%8D
段,층계 단,https://namu.wiki/w/%E6%AE%B5
徒,무리 도,https://namu.wiki/w/%E5%BE%92
盜,도둑 도(:)[6],https://namu.wiki/w/%E7%9B%9C
逃,도망할 도,https://namu.wiki/w/%E9%80%83
亂,어지러울 란:,https://namu.wiki/w/%E4%BA%82
卵,알 란:,https://namu.wiki/w/%E5%8D%B5
覽,볼 람,https://namu.wiki/w/%E8%A6%BD
略,간략할/약할 략,https://namu.wiki/w/%E7%95%A5
糧,양식 량,https://namu.wiki/w/%E7%B3%A7
慮,생각할 려:,https://namu.wiki/w/%E6%85%AE
烈,매울 렬,https://namu.wiki/w/%E7%83%88
龍,용 룡,https://namu.wiki/w/%E9%BE%8D
柳,버들 류(:)[7],https://namu.wiki/w/%E6%9F%B3
輪,바퀴 륜,https://namu.wiki/w/%E8%BC%AA
離,떠날 리:,https://namu.wiki/w/%E9%9B%A2
妹,누이 매,https://namu.wiki/w/%E5%A6%B9
勉,힘쓸 면:,https://namu.wiki/w/%E5%8B%89
鳴,울 명,https://namu.wiki/w/%E9%B3%B4
模,본뜰 모,https://namu.wiki/w/%E6%A8%A1
墓,무덤 묘,https://namu.wiki/w/%E5%A2%93
妙,묘할 묘:,https://namu.wiki/w/%E5%A6%99
舞,춤출 무:,https://namu.wiki/w/%E8%88%9E
拍,칠 박,https://namu.wiki/w/%E6%8B%8D
髮,터럭 발,https://namu.wiki/w/%E9%AB%AE
妨,방해할 방,https://namu.wiki/w/%E5%A6%A8
犯,범할 범:,https://namu.wiki/w/%E7%8A%AF
範,법 범:,https://namu.wiki/w/%E7%AF%84
辯,말씀 변:,https://namu.wiki/w/%E8%BE%AF
普,넓을 보:,https://namu.wiki/w/%E6%99%AE
伏,엎드릴 복,https://namu.wiki/w/%E4%BC%8F
複,겹칠 복,https://namu.wiki/w/%E8%A4%87
否,아닐 부:,https://namu.wiki/w/%E5%90%A6
負,질 부:,https://namu.wiki/w/%E8%B2%A0
粉,가루 분(:)[8],https://namu.wiki/w/%E7%B2%89
憤,분할 분:,https://namu.wiki/w/%E6%86%A4
批,비평할 비:,https://namu.wiki/w/%E6%89%B9
祕,숨길 비:,https://namu.wiki/w/%E7%A5%95
碑,비석 비,https://namu.wiki/w/%E7%A2%91
辭,말씀 사,https://namu.wiki/w/%E8%BE%AD
私,사사 사,https://namu.wiki/w/%E7%A7%81
絲,실 사,https://namu.wiki/w/%E7%B5%B2
射,쏠 사(:)[9],https://namu.wiki/w/%E5%B0%84
散,흩을 산:,https://namu.wiki/w/%E6%95%A3
傷,다칠 상,https://namu.wiki/w/%E5%82%B7
象,코끼리 상,https://namu.wiki/w/%E8%B1%A1
宣,베풀 선,https://namu.wiki/w/%E5%AE%A3
舌,혀 설,https://namu.wiki/w/%E8%88%8C
屬,붙일 속,https://namu.wiki/w/%E5%B1%AC
損,덜 손:,https://namu.wiki/w/%E6%90%8D
頌,기릴/칭송할 송:,https://namu.wiki/w/%E9%A0%8C
松,소나무 송,https://namu.wiki/w/%E6%9D%BE
秀,빼어날 수,https://namu.wiki/w/%E7%A7%80
叔,아재비 숙,https://namu.wiki/w/%E5%8F%94
肅,엄숙할 숙,https://namu.wiki/w/%E8%82%85
崇,높을 숭,https://namu.wiki/w/%E5%B4%87
氏,각시/성씨 씨,https://namu.wiki/w/%E6%B0%8F
額,이마 액,https://namu.wiki/w/%E9%A1%8D
樣,모양 양,https://namu.wiki/w/%E6%A8%A3
嚴,엄할 엄,https://namu.wiki/w/%E5%9A%B4
與,더불/줄 여:,https://namu.wiki/w/%E8%88%87
域,지경 역,https://namu.wiki/w/%E5%9F%9F
易,바꿀 역 | 쉬울 이:[10],https://namu.wiki/w/%E6%98%93
燃,탈 연,https://namu.wiki/w/%E7%87%83
鉛,납 연,https://namu.wiki/w/%E9%89%9B
緣,인연 연,https://namu.wiki/w/%E7%B7%A3
延,늘일 연,https://namu.wiki/w/%E5%BB%B6
迎,맞을 영,https://namu.wiki/w/%E8%BF%8E
映,비칠 영(:)[11],https://namu.wiki/w/%E6%98%A0
營,경영할 영,https://namu.wiki/w/%E7%87%9F
豫,미리 예:,https://namu.wiki/w/%E8%B1%AB
優,넉넉할 우,https://namu.wiki/w/%E5%84%AA
遇,만날 우:,https://namu.wiki/w/%E9%81%87
郵,우편 우,https://namu.wiki/w/%E9%83%B5
